"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Editors","Document Type","Publication Stage","Open Access","Source","EID"
"Kastania, N.P.‘.","Kastania, Nikoleta Polyxeni ‘Paulina’ (58316408900)","58316408900","Building Trust in AI Education: Addressing Transparency and Ensuring Trustworthiness","2024","Postdigital Science and Education (Netherlands)","Part F3835","","","73","90","7","10.1007/978-3-031-64487-0_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212497826&doi=10.1007%2F978-3-031-64487-0_4&partnerID=40&md5=bed925894f0d20faa643c653cfca257b","The controversial nature of Artificial Intelligence (AI) has ignited debates and conversations across domains. In educational settings, despite its potential to transform educational institutions and teaching structures and usher in a new era of learning, AI has further complicated issues of trustworthiness and transparency. This chapter maps and brings together scholarship on AI pedagogical applications with work that problematizes AI based on trust- and transparency-related considerations and initiatives. Arguing that these terms serve as an entry point to the world of policy, I highlight concerns and limitations of AI, including data privacy, the need for monitoring and governance, and algorithmic transparency and bias. Additionally, the work adds to a growing body of literature that calls for robust frameworks. As such, it aims to evaluate the social impact of human-machine interaction and gain a comprehensive understanding of the decision-making processes that govern them. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.","AI,trustworthiness; Artificial intelligence; Benefits; Frameworks; Guidelines; Limitations; Transparency","","","Book chapter","Final","","Scopus","2-s2.0-85212497826"
"Kumar, A.; Veeraiah, V.; Naidu, T.N.; Ahamad, S.; Khan, H.; Gupta, A.","Kumar, Arhath (57189322023); Veeraiah, Vivek (55151379400); Naidu, G. Taviti (58572555800); Ahamad, Shahanawaj (57445073500); Khan, Huma (59311292400); Gupta, Ankur (57215604870)","57189322023; 55151379400; 58572555800; 57445073500; 59311292400; 57215604870","Explainable Machine Learning Models for Clinical Decision Support Systems","2024","2024 15th International Conference on Computing Communication and Networking Technologies, ICCCNT 2024","","","","","","3","10.1109/ICCCNT61001.2024.10725028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211166946&doi=10.1109%2FICCCNT61001.2024.10725028&partnerID=40&md5=36100f6cd75f33eeb4f8f50fcc00d7ad","Explainable Machine Learning (ML) models are an essential component of Clinical Decision Support Systems (CDSS), since they provide the transparency and interpretability that are essential for efficient decision-making in the healthcare industry. With a particular emphasis on their capacity to provide comprehensible explanations in case of clinical predictions along with recommendations, this study investigates the development along with deployment of explainable ML models in (CDSS). We analyze a variety of strategies and methodologies that are used to improve interpretability of ML models in healthcare settings. This is accomplished by doing a substantial study of the relevant literature and case studies. Feature significance analysis, attention mechanisms, rule-based systems, and model-agnostic explanation approaches are some of the techniques that fall under this category. We also examine the difficulties and possibilities that arise when implementing explainable machine learning models in clinical settings that are based on the real world. These include issues around data privacy, compliance with legal requirements, and integration with preexisting processes in the healthcare industry. The purpose of this paper is to educate healthcare professionals, researchers, and policymakers about the potential of transparent and interpretable artificial intelligence models to improve patient outcomes, reduce medical errors, and enhance trust in AI-driven healthcare systems. This will be accomplished by elucidating the benefits and limitations of explainable ML in CDSS. © 2024 IEEE.","CDSS; Decision Making; Explainable Machine Learning; Healthcare Industry","","","Conference paper","Final","","Scopus","2-s2.0-85211166946"
"Singh, K.; Sharma, H.; Poonia, G.; Shyan, H.","Singh, Kulvinder (59986923700); Sharma, Honey (59458945900); Poonia, Guruvi (59458946000); Shyan, Hatesh (57193334439)","59986923700; 59458945900; 59458946000; 57193334439","AI Resume Parser: Augmented Business Process Management Systems (ABPMS)","2024","2024 15th International Conference on Computing Communication and Networking Technologies, ICCCNT 2024","","","","","","1","10.1109/ICCCNT61001.2024.10725139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211149474&doi=10.1109%2FICCCNT61001.2024.10725139&partnerID=40&md5=53895ab86b012ff73386bc3e32f62fad","AI-augmented Business Process Management Systems (ABPMSs) are an emerging class of process-aware systems empowered by trustworthy AI technology. These systems aim to enhance the execution of business processes, making them more proactive, explainable, and context-sensitive. An instance of this technology is AI enabled Resume Parser, aimed to enhance the recruiting process in HR department. The AI driven approach ensures high accuracy and versatility in handling various document types and layouts, hence simplifying HR tech workflows. It can address challenges associated with accuracy, bias and privacy that need to be considered. The proposed resume parser employs natural language processing algorithms for comprehending the context of data within resumes. AI resume parser is an emerging trend in recruitment process but still human oversight is needed in process as language can be complex and ambiguous. HR department in most companies are adopting ABPMS in place of traditional methodologies for less human workload. Hence, it contributes valuable insights in leveraging AI for sustainable business growth and enhanced decision-making in today's digital era. © 2024 IEEE.","ABPMS; AI Resume Parser; Artificial Intelligence; Business Process Automation; Data Analytics; Data Extraction; Data Processing Business Operations; Information Extraction; Machine Learning; Process Mining; Process Optimization","","","Conference paper","Final","","Scopus","2-s2.0-85211149474"
"Kılıçkaya, F.","Kılıçkaya, Ferit (36020514900)","36020514900","Using Artificial Intelligence to Generate Content: Language Lecturers’ Concerns About Plagiarism and Creativity","2024","An Approach to Digitalization in Language Teaching from Different Perspectives: A Reflection of Empirical Work","","","","31","44","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210802447&partnerID=40&md5=05b1c4cd3f37e93213fcea1d3d2dbab6","This qualitative research study aimed to investigate the concerns and perceptions of English as a Foreign Language (EFL) lecturers regarding learners’ use of Artificial Intelligence (AI) in writing assignments, mainly focusing on potential plagiarism and threats to creativity. Ten EFL lecturers from several universities in Türkiye participated in semistructured interviews, providing insights into their experiences, perspectives, and attitudes toward the challenges and issues of AIgenerated content. The findings highlighted the lecturers’ primary concerns regarding AI and plagiarism detection. They express difficulties in identifying AI-generated content and differentiating it from original student work, highlighting the limitations of current plagiarism detection tools. Ethical implications were also raised, with concerns about learners exploiting AI tools for text generation. Participants were also worried about learners’ work as they might lack originality and creativity due to excessive reliance on AI-generated content. Furthermore, the study explores the lecturers’ perceptions of AI as a threat to creativity in writing assignments. Related to this, participants also emphasized the importance of personal voice and style in writing and believed that excessive use of AI tools could hinder learners’ ability to develop their unique ideas and perspectives. However, several participants recognized the potential of AI tools as supportive learning resources when used responsibly and suggested finding the right balance between AI assistance and individual creativity. The study concluded by discussing the pedagogical implications of AI integration in the classroom. It emphasized the need for “Ped-AI-gogy” training for lecturers and learners to effectively utilize AI tools and engage in meaningful discussions about AI fair use. The study suggested reconsidering how AI tools could be incorporated into teaching methods and curriculum, acknowledging the shift toward inquiry-based approaches to assessment that evaluate understanding, skills, and behaviors beyond simple knowledge acquisition. © 2024 by Nova Science Publishers, Inc.","AI; AI-generated content; artificial intelligence; assignments; creativity; EFL; lecturers; plagiarism","","","Book chapter","Final","","Scopus","2-s2.0-85210802447"
"Capinding, A.T.","Capinding, Andie Tangonan (57224929987)","57224929987","Students’ AI Dependency in 3R’s: Questionnaire Construction and Validation","2024","International Journal of Information and Education Technology","14","11","","1532","1543","2","10.18178/ijiet.2024.14.11.2184","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210068480&doi=10.18178%2Fijiet.2024.14.11.2184&partnerID=40&md5=234f66a07a0c72915bf03a4866b40cd4","The integration of Artificial Intelligence (AI) into education has introduced both groundbreaking opportunities and concerns. Among these concerns is the extent of students’ reliance on AI in the realms of reading, writing, and numeracy/arithmetic (3Rs). While existing instruments delve into the broader impact of AI, they exhibit certain limitations. Consequently, this research endeavors to develop and validate a specialized questionnaire tailored to assess students’ dependency on AI in the 3Rs. The process includes interviews with student groups, consultations with professionals in the education sector, face validation, content validation, exploratory factor analysis, confirmatory factor analysis, Rasch analysis, and reliability testing to navigate the construction and validation of the instruments. Initial item identification involved a 45-item questionnaire distributed across three constructs, derived from qualitative interviews with students and experts. The survey received a total of 727 responses. Post EFA, nine items were eliminated due to their failure to achieve a loading factor of 0.5, and certain items exhibited cross-loadings. Subsequent Rasch analysis affirmed the construct validity of the instruments, prompting the removal of three additional items. The resulting 33-item questionnaire, divided into three constructs—Reading (10 items), Writing (11 items), and Numeracy/Arithmetic (12 items)—emerges as a validated and reliable tool for measuring students’ dependency in the 3Rs. The author confirms the validity and reliability of the questionnaire. Future research should focus on longitudinal studies to assess how AI dependency evolves over time and impacts educational outcomes. © 2024 by the authors.","Artificial Intelligence (AI) dependency; exploratory factor analysis; Rasch analysis; reliability test; validity test","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85210068480"
"Liu, Q.; Pinto, J.D.; Paquette, L.","Liu, Qianhui (57940486600); Pinto, Juan D. (57219591985); Paquette, Luc (35262509400)","57940486600; 57219591985; 35262509400","Applications of Explainable AI (XAI) in Education","2024","Postdigital Science and Education (Netherlands)","Part F3835","","","93","109","10","10.1007/978-3-031-64487-0_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208540556&doi=10.1007%2F978-3-031-64487-0_5&partnerID=40&md5=8deefa7f93b1109b9db2c43cedd2703d","As one of the emerging methods for increasing trust in Artificial Intelligence (AI) systems, explainable AI promotes the use of methods that produce transparent explanations and reasons for decisions made by AI. In this chapter, we present an overview of applications of explainable AI in education with examples of empirical studies. More specifically, we discuss the following questions: What are the main categories of explainable AI approaches used to interpret and explain AI models? What are the unique characteristics of the use of explainable AI in education? How can explainable AI models be used by teachers, students, and researchers to inform their decisions? What are the challenges and potentials for explainable AI applications in education? © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.","AI interpretability; Explainable AI (XAI); Learning analytics; Pedagogical implications; Technological transparency","","","Book chapter","Final","","Scopus","2-s2.0-85208540556"
"Tolk, A.","Tolk, Andreas (8336984800)","8336984800","Can We Learn From Trust in Simulation to Gain Trust in AI?","2024","Ergonomics in Design","","","","","","0","10.1177/10648046241291832","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208537995&doi=10.1177%2F10648046241291832&partnerID=40&md5=3538c8916afe10be3cd8e7fa41a07c8c","This short feature article recommends learning from the M&S community and shifting from trust in the model towards trust in the result. Trust is not only gained by technically mature solutions but is predominantly shaped by the relationship between provider and customer. © 2024 by Human Factors and Ergonomics Society.","artificial intelligence; simulation < COMPUTER SYSTEMS; trust; validation; verification","","","Note","aip","","Scopus","2-s2.0-85208537995"
"Cui, P.; Alias, B.S.","Cui, Pengfei (59400658400); Alias, Bity Salwana (57210707157)","59400658400; 57210707157","Opportunities and challenges in higher education arising from AI: A systematic literature review (2020–2024)","2024","Journal of Infrastructure, Policy and Development","8","11","8390","","","10","10.24294/jipd.v8i11.8390","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208465919&doi=10.24294%2Fjipd.v8i11.8390&partnerID=40&md5=4c092d7b6c8ecd637a17ac4c8cf5f66f","With society’s continuous development and progress, artificial intelligence (AI) technology is increasingly utilized in higher education, garnering increased attention. The current application of AI in higher education impacts teachers’ instructional methods and students’ learning processes. While acknowledging that AI advancements offers numerous advantages and contribute significantly to societal progress, excessive reliance on AI within education may give rise to various issues, students’ over-dependence on AI can have particularly severe consequences. Although many scholars have recently conducted research on artificial intelligence, there is insufficient analysis of the positive and negative effects on higher education. In this paper, researchers examine the existing literature on AI’s impact on higher education to explore the opportunities and challenges presented by this super technology for teaching and learning in higher educational institutions. To address our research questions, we conducted literature searches using two major databases—Scopus and Web of Science—and we selected articles using the PRISMA method. Findings indicate that AI plays a significant role in enhancing student efficiency in academic tasks and homework; However, when considering this issue from an ethical standpoint, it becomes apparent that excessive use of AI hinders the development of learners’ knowledge systems while also impairing their cognitive abilities due to an over-reliance on artificial technology. Therefore, our research provides essential guidance for stakeholders on the wise use of artificial intelligence technology. © 2024 by author(s).","AI; artificial intelligence; ChatGPT; educational institution; higher education","","","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85208465919"
"Álvarez, O.P.","Álvarez, Omar Puertas (59396257000)","59396257000","The Crystal Ball: AI Predictive Analytics in Arbitration: Navigating Promise, Pitfalls, and Paradigm Shifts","2024","Global Trade and Customs Journal","19","11-12","","738","747","2","10.54648/GTCJ2024083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208169083&doi=10.54648%2FGTCJ2024083&partnerID=40&md5=14d886400dffa8cbbfa71b040ed67b8c","The article discusses the increasing role of artificial intelligence (AI) in international arbitration, noting its potential to make the process more efficient and data-driven through predictive analytics and machine learning. However, AI may struggle with the complexities of arbitration, such as witness credibility and arbitrator biases, which are difficult to quantify. There are also risks like over-reliance on AI and potential impacts on due process. To responsibly integrate AI, certain strategies are suggested, such as developing ethical guidelines, enhancing AI literacy, implementing disclosure requirements, and ensuring human oversight. The need to preserve core values such as fairness, justice, and transparency is stressed. As AI becomes more prevalent, arbitration practitioners must adapt by acquiring new skills and focusing on a balanced approach that combines AI with human judgment. This balance is crucial to enhancing the arbitration process while maintaining its integrity and fairness. © 2024 Kluwer Law International BV, The Netherlands","AI-augmented landscape; arbitrator decision-making; artificial intelligence; case analysis; evidence analysis; explainability; human oversight; international arbitration; predictive analytics; witness credibility","","","Article","Final","","Scopus","2-s2.0-85208169083"
"Barrot, J.S.","Barrot, Jessie S. (55662587500)","55662587500","Leveraging ChatGPT in the Writing Classrooms: Theoretical and Practical Insights","2024","Language Teaching Research Quarterly","43","","","43","53","10","10.32038/ltrq.2024.43.03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207406425&doi=10.32038%2Fltrq.2024.43.03&partnerID=40&md5=635188d1f82e1984814dea2519c44682","This paper explores the transformative potential of integrating generative artificial intelligence (AI) technologies, particularly ChatGPT, into second language (L2) writing pedagogy. The paper begins by examining the evolution of L2 writing pedagogy and highlighting the strengths and limitations of each. It then discusses the integration of ChatGPT into eight stages of the writing process, such as preparation, modeling, planning, and collaborative writing, emphasizing the importance of ethical and responsible use of AI. Key challenges, including over-reliance on AI, ethical concerns, and privacy issues, are identified, with practical recommendations provided to address these concerns. Theoretical frameworks relevant to AI adoption are also discussed to offer insights into how L2 writing teachers and students might embrace AI tools. The paper concludes with research recommendations to ensure the effective and responsible integration of generative AI into L2 writing instruction. © 2024 European Knowledge Development (EUROKD). All rights reserved.","Artificial Intelligence; ChatGPT; Generative AI; Second Language Writing; Teaching Writing","","","Article","Final","","Scopus","2-s2.0-85207406425"
"Lushenko, P.; Sparrow, R.","Lushenko, Paul (55361073500); Sparrow, Robert James (56254128900)","55361073500; 56254128900","Artificial Intelligence and U.S. Military Cadets’ Attitudes About Future War","2024","Armed Forces and Society","","","","","","2","10.1177/0095327X241284264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207306616&doi=10.1177%2F0095327X241284264&partnerID=40&md5=b880661262b1279c2b2f9626b3e3e3a5","What shapes warfighters’ trust in military technologies augmented with Artificial Intelligence (AI)? Research often assumes that junior military personnel, including cadets training to become officers, will trust AI during future wars, and at higher levels than senior officers. We test these claims by fielding a survey experiment among a representative sample of cadets assigned to the Reserve Officers’ Training Corps (ROTC) program in the United States. Our analysis reveals that cadets are more trusting of AI-enhanced military technologies than senior officers, but that their trust is shaped by a more conservative understanding of the appropriate use and oversight of AI. We also find that cadets’ trust is shaped by a complex set of instrumental, normative, and operational considerations, including ongoing cognitive development, education, and professional enculturation. These results provide the first experimental evidence of cadets’ trust in AI-enhanced military technologies and have implications for future research, policy, and military modernization. © The Author(s) 2024.","artificial intelligence; cadets; future force; human–machine teaming; military; trust","","","Article","aip","","Scopus","2-s2.0-85207306616"
"Musyaffi, A.M.; Adha, M.A.; Mukhibad, H.; Oli, M.C.","Musyaffi, Ayatulloh Michael (57226428331); Adha, Maulana Amirul (57218314981); Mukhibad, Hasan (57196085229); Oli, Mario Colega (57976122700)","57226428331; 57218314981; 57196085229; 57976122700","Improving students' openness to artificial intelligence through risk awareness and digital literacy: Evidence form a developing country","2024","Social Sciences and Humanities Open","10","","101168","","","13","10.1016/j.ssaho.2024.101168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205809208&doi=10.1016%2Fj.ssaho.2024.101168&partnerID=40&md5=bcecb130cd569a7f9d50d5fea110ac21","The integration of technology, particularly artificial intelligence (AI) in learning process has the potential to enhance learning efficiency by offering diverse perspectives and quick information access. However, this reliance on AI can lead to overdependence, thereby diminishing the overall learning experience. This study aims to explore student acceptance and risk factors for learning using AI through the Technology Acceptance Model (TAM). This cross-sectional study surveyed 218 accounting students using a structured questionnaire. The internal consistency of latent constructs was verified through Cronbach's alpha, followed by exploratory factor analysis to ensure the unidimensionality of these constructs. The theoretical framework was tested using Partial Least Squares - Structural Equation Modeling (PLS-SEM). The result suggests that students with higher self-confidence demonstrate greater enthusiasm for learning AI, while digital literacy significantly influences the perceived ease of use. While accessibility is not prioritized, functionality and information accuracy are deemed more critical. The research model posits that perceived usefulness, perceived ease of use, self-efficacy, digital literacy, and perceived risk impact student acceptance of AI. Perceived usefulness and self-efficacy positively influence student acceptance, while perceived risk has a negative impact. Furthermore, it emphasizes the importance of increasing basic technological literacy among students in online learning environments. Despite these insights, the study is limited by its focus on accounting students, and future research should consider a broader demographic. This study contributes to the existing literature by highlighting the role of digital literacy and self-efficacy in AI adoption, offering valuable implications for educators and AI service providers. © 2024 The Authors","Accounting student; Artificial intelligence; Digital literacy; Perceived risk; Self-efficacy","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85205809208"
"Schäfer, M.S.; Kremer, B.; Mede, N.G.; Fischer, L.","Schäfer, Mike Steffen (56446297800); Kremer, Bastian (57444931200); Mede, Niels G. (57215420907); Fischer, Liliann (57216879775)","56446297800; 57444931200; 57215420907; 57216879775","Trust in science, trust in ChatGPT? How Germans think about generative AI as a source in science communication","2024","Journal of Science Communication","23","9","A04","1","20","11","10.22323/2.23090204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205662220&doi=10.22323%2F2.23090204&partnerID=40&md5=5d8ddbf64a291f08729ba42c3733fb74","Generative AI like ChatGPT has been diagnosed to fundamentally impact different realms of life. This includes science communication, where GenAI tools are becoming important sources of science-related content for many people. This raises the question of whether people trust GenAI as a source in this field, a question that has not been answered sufficiently yet. Adapting a model developed by Roberts et al. [2013] and utilizing survey data from the German Science Barometer 2023, we find that Germans are rather sceptical about and do not strongly trust GenAI in science communication. Structural equation modelling shows that respondents’ trust in GenAI as a source in science communication is driven strongly by their general trust in science, which is largely driven by their knowledge about science and the perception that science improves quality of life. © The Author(s).","AI tools in science communication; Public perception of science and technology; Public understanding of science; technology","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205662220"
"Wang, D.; Chen, G.","Wang, Deliang (57204435563); Chen, Gaowei (16229371000)","57204435563; 16229371000","On the Interpretability of Deep Learning Models for Collaborative Argumentation Analysis in Classrooms","2024","Proceedings of the Annual Meeting of the Association for Computational Linguistics","4","","","92","102","1","10.18653/v1/2024.acl-srw.9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204060833&doi=10.18653%2Fv1%2F2024.acl-srw.9&partnerID=40&md5=6093b4bf060432355eaf87654c45ae1c","Collaborative argumentation holds significant potential for enhancing students’ learning outcomes within classroom settings. Consequently, researchers have explored the application of artificial intelligence (AI) to automatically analyze argumentation in these contexts. Despite the remarkable performance of deep learning models in this task, their lack of interpretability poses a critical challenge, leading to teachers’ skepticism and limited utilization. To cultivate trust among teachers, this PhD thesis proposal aims to leverage explainable AI techniques to provide explanations for these deep learning models. Specifically, the study develops two deep learning models for automated analysis of argument moves (claim, evidence, and warrant) and specificity levels (low, medium, and high) within collaborative argumentation. To address the interpretability issue, four explainable AI methods are proposed: gradient sensitivity, gradient input, integrated gradient, and LIME. Computational experiments demonstrate the efficacy of these methods in elucidating model predictions by computing word contributions, with LIME delivering exceptional performance. Moreover, a quasi-experiment is designed to evaluate the impact of model explanations on user trust and knowledge, serving as a future study of this PhD proposal. By tackling the challenges of interpretability and trust, this PhD thesis proposal aims to contribute to fostering user trust in AI and facilitating the practical implementation of AI in educational contexts. ©2024 Association for Computational Linguistics.","","Adversarial machine learning; Contrastive Learning; Deep reinforcement learning; Federated learning; Classroom settings; Collaborative argumentations; Critical challenges; Enhancing student learning; Interpretability; Learning models; Performance; PhD thesis; Student learning outcomes; Teachers'; Collaborative learning","Fu, X.; Fleisig, E.","Conference paper","Final","","Scopus","2-s2.0-85204060833"
"Takerngsaksiri, W.; Warusavitarne, C.; Yaacoub, C.; Hou, M.H.; Tantithamthavorn, C.","Takerngsaksiri, Wannita (57208862439); Warusavitarne, Cleshan (58718947600); Yaacoub, Christian (58718481600); Hou, Matthew Hee Keng (58718714900); Tantithamthavorn, Kla (kla) (55361007600)","57208862439; 58718947600; 58718481600; 58718714900; 55361007600","Students' Perspectives on AI Code Completion: Benefits and Challenges","2024","Proceedings - 2024 IEEE 48th Annual Computers, Software, and Applications Conference, COMPSAC 2024","","","","1606","1611","9","10.1109/COMPSAC61105.2024.00252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204051113&doi=10.1109%2FCOMPSAC61105.2024.00252&partnerID=40&md5=0a5b95d12658bd74b2aa8e98cfd80d7e","AI Code Completion (e.g., GitHub's Copilot) has revolutionized how computer science students interact with programming languages. However, AI code completion has been studied from the developers' perspectives, not the students' perspectives who represent the future generation of our digital world. In this paper, we investigated the benefits, challenges, and expectations of AI code completion from students' perspectives. To facilitate the study, we first developed an open-source Visual Studio Code Extension tool AutoAurora, powered by a state-of-the-art large language model StarCoder, as an AI code completion research instrument. Next, we conduct an interview study with ten student participants and apply grounded theory to help analyze insightful findings regarding the benefits, challenges, and expectations of students on AI code completion. Our findings show that AI code completion enhanced students' productivity and efficiency by providing correct syntax suggestions, offering alternative solutions, and functioning as a coding tutor. However, the over-reliance on AI code completion may lead to a surface-level understanding of programming concepts, diminishing problem-solving skills and restricting creativity. In the future, AI code completion should be explainable and provide best coding practices to enhance the education process. © 2024 IEEE.","AI Code Completion; Programming Education; Software Engineering","Artificial intelligence; Open source software; AI code completion; Benefit and challenges; Code completions; Computer science students; Digital world; Future generations; Open-source; Programming education; Student perspectives; Visual studios; Students","Shahriar, H.; Ohsaki, H.; Sharmin, M.; Towey, D.; Majumder, AKM.J.A.; Hori, Y.; Yang, J.-J.; Takemoto, M.; Sakib, N.; Banno, R.; Ahamed, S.I.","Conference paper","Final","","Scopus","2-s2.0-85204051113"
"Wang, W.; Xu, Z.; Xu, Z.","Wang, Wenyu (59325568600); Xu, Zhilang (58831866300); Xu, Zichun (57211538335)","59325568600; 58831866300; 57211538335","Changes and challenges of legal education in the era of generative artificial intelligence: Chinese experience","2024","Journal of Infrastructure, Policy and Development","8","8","5600","","","0","10.24294/jipd.v8i8.5600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203799817&doi=10.24294%2Fjipd.v8i8.5600&partnerID=40&md5=ef3b51b6373e301939b5949f664afd08","Using generative artificial intelligence systems in the classroom for law case analysis teaching can enhance the efficiency and accuracy of knowledge delivery. They can create interactive learning environments that are appropriate, immersive, integrated, and evocative, guiding students to conduct case analysis from interdisciplinary and cross-cultural perspectives. This teaching method not only increases students’ interest and participation in learning but also helps cultivate their interdisciplinary thinking and global vision. However, the application of generative artificial intelligence systems in legal education also faces some challenges and issues. If students excessively rely on these systems, their ability to think independently, make judgments, and innovate may be weakened, leading to over-trust in machines and reinforcement of value biases. To address these challenges and issues, legal education should focus more on cultivating students’ questioning skills, self-analysis abilities, critical thinking, basic legal literacy, digital skills, and humanistic spirit. This will enable students to respond to the challenges brought by generative artificial intelligence and ensure their comprehensive development in the new era. © 2024 by author(s).","generative artificial intelligence; legal education; teaching practice","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85203799817"
"Korzynski, P.; Silva, S.C.E.; Górska, A.M.; Mazurek, G.","Korzynski, Pawel (55923607600); Silva, Susana C. (57208035795); Górska, Anna Maria (57203935877); Mazurek, Grzegorz (34977340400)","55923607600; 57208035795; 57203935877; 34977340400","Trust in AI and Top Management Support in Generative-AI Adoption","2024","Journal of Computer Information Systems","","","","","","23","10.1080/08874417.2024.2401986","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203684386&doi=10.1080%2F08874417.2024.2401986&partnerID=40&md5=8c3b4fe03e598f7da726bd4039939c43","Generative AI technologies like ChatGPT have gained popularity, promising substantial benefits, but have also started debates on their potential to redefine roles in the workforce. This study explores how trust and top management support are related to the actual employment of these technologies in various work environments. The research, conducted among experienced professionals from different countries, utilized an online survey. After data cleaning, the final analysis cohort comprised 128 participants. This study leveraged PLS-SEM for statistical analysis, underlining that top management support, while not directly leading to actual usage, profoundly impacts trust in AI. This trust forms a bridge between top management support and actual technology use. Thus, this study offers a novel concept of trust in AI as a key mediator. Despite the mixed sentiments surrounding generative AI, these insights are important for organizations willing to integrate such tools. © 2024 International Association for Computer Information Systems.","ChatGPT; Generative AI; technology adoption; top management support; trust in AI","","","Article","aip","","Scopus","2-s2.0-85203684386"
"Ahonen, V.L.; Woszczek, A.; Baumeister, S.; Helimo, U.T.; Jackson, A.K.; Kopsakangas-Savolainen, M.; Kaaria, J.; Lehtonen, T.; Luoranen, M.; Pongrácz, E.; Soukka, R.; Vainio, V.; El Geneidy, S.","Ahonen, Veronica Lucia (36612837300); Woszczek, Aleksandra (57211786458); Baumeister, Stefan (57192435399); Helimo, Ulla T. (59250975800); Jackson, Anne Kristiina (59250775600); Kopsakangas-Savolainen, Maria (6506860075); Kaaria, Juha (57056364800); Lehtonen, Tommi Juhani (55903900200); Luoranen, Mika (22941509300); Pongrácz, Eva (6603708161); Soukka, Risto (24437149600); Vainio, Veera (59093255400); El Geneidy, Sami (57226429493)","36612837300; 57211786458; 57192435399; 59250975800; 59250775600; 6506860075; 57056364800; 55903900200; 22941509300; 6603708161; 24437149600; 59093255400; 57226429493","Carbon neutral higher education institutions: a reality check, challenges and solutions","2024","International Journal of Sustainability in Higher Education","25","9","","293","315","9","10.1108/IJSHE-11-2023-0515","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200685404&doi=10.1108%2FIJSHE-11-2023-0515&partnerID=40&md5=3055de420c2b420bec6b609e101ee406","Purpose: Calculating an organization's carbon footprint is crucial for assessing and implementing emission reductions. Although Finnish higher education institutions (HEIs) aim for carbon neutrality by 2030, limited research exists on plans to reach a similar target in any country. This paper aims to address the shared and individual challenges Finnish HEIs have with carbon footprint calculations, reductions, resources and offsetting. Design/methodology/approach: A survey was targeted to sustainability experts in all 38 HEIs in Finland to identify key patterns and trends in the focus fields of the study. SWOT analysis was used to classify main strengths, opportunities, weaknesses and threats, based on which a series of policy recommendations was drafted. Findings: Finnish HEIs are committed to carbon footprint tracking (97%, annually by 87%). The lack of standardization and the number of external stakeholders complicate accounting indirect emissions, impeding comparability and reliability. Only 39% had set separate emission reduction targets, suggesting a preference for carbon footprint over other environmental impact indicators. Insufficient monetary and human resources emerged in 23% of institutions, especially those smaller in size. Only 52% had clear offsetting plans, with shared concerns over trust and responsibility. Originality/value: By including both research universities and universities of applied sciences, the findings provide an unprecedented outlook into the entire Finnish HEI sector. The policy recommendations guide HEIs both locally and globally on how to improve their transparency and scientific integrity, reflect on core successes and weaknesses and how they complete their objectives of education, research and social impact while promoting stronger sustainability. © 2024, Veronica Lucia Ahonen, Aleksandra Woszczek, Stefan Baumeister, Ulla T. Helimo, Anne Kristiina Jackson, Maria Kopsakangas-Savolainen, Juha Kääriä, Tommi Lehtonen, Mika Luoranen, Eva Pongrácz, Risto Soukka, Veera Vainio and Sami El Geneidy.","Carbon accounting; Carbon footprint; Carbon neutrality; Corporate sustainability; Higher education institutions; Sustainability","","","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85200685404"
